category,clip_id,method,metric,status,reason,sampled_frames,rows,ok_rows,fft_angle_separation_deg_mean,fft_angle_separation_deg_p50,fft_angle_separation_deg_p95,fft_angle_separation_deg_max,fft_orthogonality_error_deg_mean,fft_orthogonality_error_deg_p50,fft_orthogonality_error_deg_p95,fft_orthogonality_error_deg_max,fft_axis_alignment_error_deg_mean,fft_axis_alignment_error_deg_p50,fft_axis_alignment_error_deg_p95,fft_axis_alignment_error_deg_max,fft_primary_weight_share_mean,fft_primary_weight_share_p50,fft_primary_weight_share_p95,fft_primary_weight_share_max,fft_peak_count_mean,fft_peak_count_p50,fft_peak_count_p95,fft_peak_count_max,interpretation,initialization_frame_excluded,video_frame_count
weak_border,weak_border_06,optical_flow,frequency,ok,,9,9,9,86.0,86.0,87.2,88.0,4.0,4.0,5.0,5.0,2.0,2.0,2.5,2.5,0.04698289505922057,0.047622474899305746,0.04858832894025161,0.04902015400127986,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_06,proposed,frequency,ok,,9,9,9,89.44444444444444,90.0,90.0,90.0,0.5555555555555556,0.0,1.5999999999999996,2.0,0.2777777777777778,0.0,0.7999999999999998,1.0,0.05295698779139222,0.05325989593975976,0.05821081838048733,0.0599121004952102,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_07,frame_wise,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05090261823210187,0.051146835281900845,0.05176774607799732,0.05194216669486314,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_07,optical_flow,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05155979340670323,0.05132250347819449,0.05329675340046474,0.05362506567925475,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_07,proposed,frequency,ok,,9,9,9,88.44444444444444,88.0,90.0,90.0,1.5555555555555556,2.0,3.0,3.0,0.7777777777777778,1.0,1.5,1.5,0.052965218599918866,0.05329224505566231,0.055853979494051444,0.05615182275598193,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_08,frame_wise,frequency,ok,,9,9,9,89.55555555555556,90.0,90.0,90.0,0.4444444444444444,0.0,1.5999999999999996,2.0,3.888888888888889,6.5,7.0,7.0,0.050290724886360265,0.048452450538331734,0.057634725964403,0.06006533007937843,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_08,optical_flow,frequency,ok,,9,9,9,89.88888888888889,90.0,90.0,90.0,0.1111111111111111,0.0,0.5999999999999996,1.0,3.7222222222222223,5.0,7.0,7.0,0.05108054341245841,0.0497270008093594,0.05759389363001297,0.05779414891975318,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_08,proposed,frequency,ok,,9,9,9,88.88888888888889,89.0,90.0,90.0,1.1111111111111112,1.0,2.0,2.0,0.5555555555555556,0.5,1.0,1.0,0.053372424447881615,0.052626604382259905,0.05863748465257988,0.06085791012025118,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_09,frame_wise,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05090261823210187,0.051146835281900845,0.05176774607799732,0.05194216669486314,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_09,optical_flow,frequency,ok,,9,9,9,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05155979340670323,0.05132250347819449,0.05329675340046474,0.05362506567925475,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_09,proposed,frequency,ok,,9,9,9,88.44444444444444,88.0,90.0,90.0,1.5555555555555556,2.0,3.0,3.0,0.7777777777777778,1.0,1.5,1.5,0.052965218599918866,0.05329224505566231,0.055853979494051444,0.05615182275598193,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_10,frame_wise,frequency,ok,,9,9,9,85.11111111111111,85.0,86.0,86.0,4.888888888888889,5.0,5.6,6.0,2.4444444444444446,2.5,2.8,3.0,0.04640496491959289,0.04674323046996927,0.048359212618830694,0.048837050980326036,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_10,optical_flow,frequency,ok,,9,9,9,86.0,86.0,87.2,88.0,4.0,4.0,5.0,5.0,2.0,2.0,2.5,2.5,0.04698289505922057,0.047622474899305746,0.04858832894025161,0.04902015400127986,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
weak_border,weak_border_10,proposed,frequency,ok,,9,9,9,89.44444444444444,90.0,90.0,90.0,0.5555555555555556,0.0,1.5999999999999996,2.0,0.2777777777777778,0.0,0.7999999999999998,1.0,0.05295698779139222,0.05325989593975976,0.05821081838048733,0.0599121004952102,1452.0,1452.0,1452.0,1452.0,frequency direction and axis regularity after geometric resampling; this is not a moire-suppression measurement,True,300
